periodo,id_categoria,categoria,variacao_mensal_pct,numero_indice,ano,mes
201701,leite,IPCA - Leite e derivados,-1.2593,,2017,1
201702,leite,IPCA - Leite e derivados,-3.0871,,2017,2
201703,leite,IPCA - Leite e derivados,2.0945,,2017,3
201704,leite,IPCA - Leite e derivados,3.0578,,2017,4
201705,leite,IPCA - Leite e derivados,-1.7012,,2017,5
201706,leite,IPCA - Leite e derivados,-4.0271,,2017,6
201707,leite,IPCA - Leite e derivados,2.3528,,2017,7
201708,leite,IPCA - Leite e derivados,-4.8581,,2017,8
201709,leite,IPCA - Leite e derivados,-0.8848,,2017,9
201710,leite,IPCA - Leite e derivados,1.1249,,2017,10
201711,leite,IPCA - Leite e derivados,-1.689,,2017,11
201712,leite,IPCA - Leite e derivados,0.5282,,2017,12
201801,leite,IPCA - Leite e derivados,5.0911,,2018,1
201802,leite,IPCA - Leite e derivados,0.4947,,2018,2
201803,leite,IPCA - Leite e derivados,-0.9872,,2018,3
201804,leite,IPCA - Leite e derivados,-0.4099,,2018,4
201805,leite,IPCA - Leite e derivados,-0.3904,,2018,5
201806,leite,IPCA - Leite e derivados,-0.3172,,2018,6
201807,leite,IPCA - Leite e derivados,-2.8455,,2018,7
201808,leite,IPCA - Leite e derivados,-1.4727,,2018,8
201809,leite,IPCA - Leite e derivados,0.2514,,2018,9
201810,leite,IPCA - Leite e derivados,3.8848,,2018,10
201811,leite,IPCA - Leite e derivados,7.8145,,2018,11
201812,leite,IPCA - Leite e derivados,1.6945,,2018,12
201901,leite,IPCA - Leite e derivados,-0.8099,,2019,1
201902,leite,IPCA - Leite e derivados,4.8347,,2019,2
201903,leite,IPCA - Leite e derivados,4.2965,,2019,3
201904,leite,IPCA - Leite e derivados,3.0795,,2019,4
201905,leite,IPCA - Leite e derivados,-7.0167,,2019,5
201906,leite,IPCA - Leite e derivados,1.0474,,2019,6
201907,leite,IPCA - Leite e derivados,-3.324,,2019,7
201908,leite,IPCA - Leite e derivados,-3.3467,,2019,8
201909,leite,IPCA - Leite e derivados,-2.5452,,2019,9
201910,leite,IPCA - Leite e derivados,0.2353,,2019,10
201911,leite,IPCA - Leite e derivados,0.4415,,2019,11
201912,leite,IPCA - Leite e derivados,13.0418,,2019,12
202001,leite,IPCA - Leite e derivados,2.5713,,2020,1
202002,leite,IPCA - Leite e derivados,0.6026,,2020,2
202003,leite,IPCA - Leite e derivados,0.4748,,2020,3
202004,leite,IPCA - Leite e derivados,5.0447,,2020,4
202005,leite,IPCA - Leite e derivados,-0.1094,,2020,5
202006,leite,IPCA - Leite e derivados,-1.8243,,2020,6
202007,leite,IPCA - Leite e derivados,-2.1318,,2020,7
202008,leite,IPCA - Leite e derivados,2.7975,,2020,8
202009,leite,IPCA - Leite e derivados,2.8343,,2020,9
202010,leite,IPCA - Leite e derivados,5.1259,,2020,10
202011,leite,IPCA - Leite e derivados,6.8786,,2020,11
202012,leite,IPCA - Leite e derivados,2.9256,,2020,12
202101,leite,IPCA - Leite e derivados,4.1739,,2021,1
202102,leite,IPCA - Leite e derivados,-3.1625,,2021,2
202103,leite,IPCA - Leite e derivados,-3.114,,2021,3
202104,leite,IPCA - Leite e derivados,1.8194,,2021,4
202106,leite,IPCA - Leite e derivados,-5.9688,,2021,6
202107,leite,IPCA - Leite e derivados,3.2857,,2021,7
202108,leite,IPCA - Leite e derivados,2.4495,,2021,8
202109,leite,IPCA - Leite e derivados,3.4923,,2021,9
202110,leite,IPCA - Leite e derivados,2.7772,,2021,10
202111,leite,IPCA - Leite e derivados,-0.638,,2021,11
202112,leite,IPCA - Leite e derivados,1.7127,,2021,12
202201,leite,IPCA - Leite e derivados,4.5723,,2022,1
202202,leite,IPCA - Leite e derivados,1.4506,,2022,2
202203,leite,IPCA - Leite e derivados,4.2772,,2022,3
202204,leite,IPCA - Leite e derivados,3.576,,2022,4
202205,leite,IPCA - Leite e derivados,-5.8104,,2022,5
202206,leite,IPCA - Leite e derivados,-0.666,,2022,6
202207,leite,IPCA - Leite e derivados,0.5087,,2022,7
202208,leite,IPCA - Leite e derivados,-2.1286,,2022,8
202209,leite,IPCA - Leite e derivados,1.8756,,2022,9
202210,leite,IPCA - Leite e derivados,1.878,,2022,10
202211,leite,IPCA - Leite e derivados,4.6802,,2022,11
202212,leite,IPCA - Leite e derivados,0.4255,,2022,12
202301,leite,IPCA - Leite e derivados,1.6673,,2023,1
202302,leite,IPCA - Leite e derivados,-3.9651,,2023,2
202303,leite,IPCA - Leite e derivados,-3.7199,,2023,3
202304,leite,IPCA - Leite e derivados,2.1984,,2023,4
202305,leite,IPCA - Leite e derivados,-0.3199,,2023,5
202306,leite,IPCA - Leite e derivados,-1.6196,,2023,6
202307,leite,IPCA - Leite e derivados,-0.4939,,2023,7
202308,leite,IPCA - Leite e derivados,-1.0356,,2023,8
202309,leite,IPCA - Leite e derivados,-1.8947,,2023,9
202310,leite,IPCA - Leite e derivados,-0.9562,,2023,10
202311,leite,IPCA - Leite e derivados,1.9053,,2023,11
202312,leite,IPCA - Leite e derivados,2.5966,,2023,12
202401,leite,IPCA - Leite e derivados,10.4283,,2024,1
202402,leite,IPCA - Leite e derivados,0.3767,,2024,2
202403,leite,IPCA - Leite e derivados,-2.0551,,2024,3
202404,leite,IPCA - Leite e derivados,0.0267,,2024,4
202405,leite,IPCA - Leite e derivados,-2.7094,,2024,5
202406,leite,IPCA - Leite e derivados,1.1768,,2024,6
202407,leite,IPCA - Leite e derivados,-6.3944,,2024,7
202408,leite,IPCA - Leite e derivados,-0.2193,,2024,8
202409,leite,IPCA - Leite e derivados,-0.5815,,2024,9
202410,leite,IPCA - Leite e derivados,4.0879,,2024,10
202411,leite,IPCA - Leite e derivados,1.3022,,2024,11
202412,leite,IPCA - Leite e derivados,1.1457,,2024,12
201501,oleos,IPCA - Oleos e gorduras,3.2935,,2015,1
201502,oleos,IPCA - Oleos e gorduras,4.3558,,2015,2
201503,oleos,IPCA - Oleos e gorduras,-0.1519,,2015,3
201504,oleos,IPCA - Oleos e gorduras,3.9833,,2015,4
201505,oleos,IPCA - Oleos e gorduras,3.8839,,2015,5
201506,oleos,IPCA - Oleos e gorduras,-3.0889,,2015,6
201507,oleos,IPCA - Oleos e gorduras,-3.0321,,2015,7
201508,oleos,IPCA - Oleos e gorduras,-2.4593,,2015,8
201509,oleos,IPCA - Oleos e gorduras,-1.2711,,2015,9
201510,oleos,IPCA - Oleos e gorduras,0.9727,,2015,10
201511,oleos,IPCA - Oleos e gorduras,5.8395,,2015,11
201512,oleos,IPCA - Oleos e gorduras,2.575,,2015,12
201601,oleos,IPCA - Oleos e gorduras,6.221,,2016,1
201602,oleos,IPCA - Oleos e gorduras,0.7868,,2016,2
201603,oleos,IPCA - Oleos e gorduras,-1.7511,,2016,3
201604,oleos,IPCA - Oleos e gorduras,2.6106,,2016,4
201605,oleos,IPCA - Oleos e gorduras,0.8969,,2016,5
201606,oleos,IPCA - Oleos e gorduras,4.3349,,2016,6
201607,oleos,IPCA - Oleos e gorduras,2.9848,,2016,7
201608,oleos,IPCA - Oleos e gorduras,0.7804,,2016,8
201609,oleos,IPCA - Oleos e gorduras,0.5691,,2016,9
201610,oleos,IPCA - Oleos e gorduras,-0.1741,,2016,10
201611,oleos,IPCA - Oleos e gorduras,-3.3551,,2016,11
201612,oleos,IPCA - Oleos e gorduras,-0.7417,,2016,12
201701,oleos,IPCA - Oleos e gorduras,-0.6677,,2017,1
201702,oleos,IPCA - Oleos e gorduras,0.5921,,2017,2
201703,oleos,IPCA - Oleos e gorduras,3.5373,,2017,3
201704,oleos,IPCA - Oleos e gorduras,1.3018,,2017,4
201705,oleos,IPCA - Oleos e gorduras,-1.0546,,2017,5
201706,oleos,IPCA - Oleos e gorduras,-2.918,,2017,6
201707,oleos,IPCA - Oleos e gorduras,1.0809,,2017,7
201708,oleos,IPCA - Oleos e gorduras,-6.1511,,2017,8
201709,oleos,IPCA - Oleos e gorduras,-3.6356,,2017,9
201710,oleos,IPCA - Oleos e gorduras,0.3674,,2017,10
201711,oleos,IPCA - Oleos e gorduras,0.9597,,2017,11
201712,oleos,IPCA - Oleos e gorduras,0.9049,,2017,12
201801,oleos,IPCA - Oleos e gorduras,8.8472,,2018,1
201802,oleos,IPCA - Oleos e gorduras,-3.1957,,2018,2
201803,oleos,IPCA - Oleos e gorduras,-1.6334,,2018,3
201804,oleos,IPCA - Oleos e gorduras,-1.6285,,2018,4
201805,oleos,IPCA - Oleos e gorduras,1.0395,,2018,5
201806,oleos,IPCA - Oleos e gorduras,2.9105,,2018,6
201807,oleos,IPCA - Oleos e gorduras,-2.8538,,2018,7
201808,oleos,IPCA - Oleos e gorduras,-1.6066,,2018,8
201809,oleos,IPCA - Oleos e gorduras,-1.5822,,2018,9
201810,oleos,IPCA - Oleos e gorduras,-0.1211,,2018,10
201811,oleos,IPCA - Oleos e gorduras,0.7002,,2018,11
201812,oleos,IPCA - Oleos e gorduras,2.7663,,2018,12
201901,oleos,IPCA - Oleos e gorduras,3.0551,,2019,1
201902,oleos,IPCA - Oleos e gorduras,6.7504,,2019,2
201903,oleos,IPCA - Oleos e gorduras,6.2384,,2019,3
201904,oleos,IPCA - Oleos e gorduras,2.7794,,2019,4
201905,oleos,IPCA - Oleos e gorduras,-0.9827,,2019,5
201906,oleos,IPCA - Oleos e gorduras,-2.1745,,2019,6
201907,oleos,IPCA - Oleos e gorduras,-4.0202,,2019,7
201908,oleos,IPCA - Oleos e gorduras,-7.037,,2019,8
201909,oleos,IPCA - Oleos e gorduras,-0.5276,,2019,9
201910,oleos,IPCA - Oleos e gorduras,-3.0263,,2019,10
201911,oleos,IPCA - Oleos e gorduras,1.752,,2019,11
201912,oleos,IPCA - Oleos e gorduras,10.3107,,2019,12
202001,oleos,IPCA - Oleos e gorduras,1.4332,,2020,1
202002,oleos,IPCA - Oleos e gorduras,4.2696,,2020,2
202003,oleos,IPCA - Oleos e gorduras,4.9571,,2020,3
202004,oleos,IPCA - Oleos e gorduras,0.5352,,2020,4
202005,oleos,IPCA - Oleos e gorduras,0.3012,,2020,5
202006,oleos,IPCA - Oleos e gorduras,3.0007,,2020,6
202007,oleos,IPCA - Oleos e gorduras,-2.6669,,2020,7
202008,oleos,IPCA - Oleos e gorduras,-2.5983,,2020,8
202009,oleos,IPCA - Oleos e gorduras,0.677,,2020,9
202010,oleos,IPCA - Oleos e gorduras,3.4217,,2020,10
202011,oleos,IPCA - Oleos e gorduras,4.2747,,2020,11
202012,oleos,IPCA - Oleos e gorduras,0.7378,,2020,12
202101,oleos,IPCA - Oleos e gorduras,-0.9372,,2021,1
202102,oleos,IPCA - Oleos e gorduras,2.1871,,2021,2
202103,oleos,IPCA - Oleos e gorduras,2.8271,,2021,3
202104,oleos,IPCA - Oleos e gorduras,0.1403,,2021,4
202105,oleos,IPCA - Oleos e gorduras,4.9077,,2021,5
202106,oleos,IPCA - Oleos e gorduras,-0.299,,2021,6
202107,oleos,IPCA - Oleos e gorduras,1.2615,,2021,7
202108,oleos,IPCA - Oleos e gorduras,0.3021,,2021,8
202109,oleos,IPCA - Oleos e gorduras,-2.9033,,2021,9
202110,oleos,IPCA - Oleos e gorduras,2.3049,,2021,10
202111,oleos,IPCA - Oleos e gorduras,3.2537,,2021,11
202112,oleos,IPCA - Oleos e gorduras,1.6236,,2021,12
202201,oleos,IPCA - Oleos e gorduras,4.0639,,2022,1
202202,oleos,IPCA - Oleos e gorduras,1.1142,,2022,2
202203,oleos,IPCA - Oleos e gorduras,3.2538,,2022,3
202204,oleos,IPCA - Oleos e gorduras,3.4832,,2022,4
202205,oleos,IPCA - Oleos e gorduras,-1.5033,,2022,5
202206,oleos,IPCA - Oleos e gorduras,4.3263,,2022,6
202207,oleos,IPCA - Oleos e gorduras,-3.9572,,2022,7
202208,oleos,IPCA - Oleos e gorduras,-1.1641,,2022,8
202209,oleos,IPCA - Oleos e gorduras,0.136,,2022,9
202210,oleos,IPCA - Oleos e gorduras,-1.398,,2022,10
202211,oleos,IPCA - Oleos e gorduras,-1.1249,,2022,11
202212,oleos,IPCA - Oleos e gorduras,3.0708,,2022,12
202301,oleos,IPCA - Oleos e gorduras,6.4686,,2023,1
202302,oleos,IPCA - Oleos e gorduras,0.6413,,2023,2
202303,oleos,IPCA - Oleos e gorduras,-1.7759,,2023,3
202304,oleos,IPCA - Oleos e gorduras,-1.478,,2023,4
202305,oleos,IPCA - Oleos e gorduras,-0.6238,,2023,5
202306,oleos,IPCA - Oleos e gorduras,5.0003,,2023,6
202307,oleos,IPCA - Oleos e gorduras,-2.9465,,2023,7
202308,oleos,IPCA - Oleos e gorduras,-5.2897,,2023,8
202309,oleos,IPCA - Oleos e gorduras,3.0645,,2023,9
202310,oleos,IPCA - Oleos e gorduras,-2.8164,,2023,10
202311,oleos,IPCA - Oleos e gorduras,-2.5459,,2023,11
202312,oleos,IPCA - Oleos e gorduras,-1.9813,,2023,12
202401,oleos,IPCA - Oleos e gorduras,3.5338,,2024,1
202402,oleos,IPCA - Oleos e gorduras,0.6253,,2024,2
202403,oleos,IPCA - Oleos e gorduras,4.4916,,2024,3
202404,oleos,IPCA - Oleos e gorduras,4.4439,,2024,4
202405,oleos,IPCA - Oleos e gorduras,1.2448,,2024,5
202406,oleos,IPCA - Oleos e gorduras,-6.3756,,2024,6
202407,oleos,IPCA - Oleos e gorduras,-4.0331,,2024,7
202408,oleos,IPCA - Oleos e gorduras,-3.3802,,2024,8
202409,oleos,IPCA - Oleos e gorduras,-0.3023,,2024,9
202410,oleos,IPCA - Oleos e gorduras,4.0126,,2024,10
202411,oleos,IPCA - Oleos e gorduras,3.004,,2024,11
202412,oleos,IPCA - Oleos e gorduras,4.0065,,2024,12
201501,panificados,IPCA - Panificados,7.262,,2015,1
201502,panificados,IPCA - Panificados,0.5939,,2015,2
201503,panificados,IPCA - Panificados,-1.0599,,2015,3
201504,panificados,IPCA - Panificados,1.7248,,2015,4
201505,panificados,IPCA - Panificados,3.4162,,2015,5
201506,panificados,IPCA - Panificados,-2.8685,,2015,6
201507,panificados,IPCA - Panificados,-1.2986,,2015,7
201508,panificados,IPCA - Panificados,-3.4597,,2015,8
201509,panificados,IPCA - Panificados,-1.2782,,2015,9
201510,panificados,IPCA - Panificados,2.0989,,2015,10
201511,panificados,IPCA - Panificados,9.2246,,2015,11
201512,panificados,IPCA - Panificados,4.1592,,2015,12
201601,panificados,IPCA - Panificados,14.9721,,2016,1
201602,panificados,IPCA - Panificados,-2.8931,,2016,2
201603,panificados,IPCA - Panificados,1.3791,,2016,3
201604,panificados,IPCA - Panificados,-3.8359,,2016,4
201605,panificados,IPCA - Panificados,3.2548,,2016,5
201606,panificados,IPCA - Panificados,1.5399,,2016,6
201607,panificados,IPCA - Panificados,-0.2319,,2016,7
201608,panificados,IPCA - Panificados,0.8785,,2016,8
201609,panificados,IPCA - Panificados,2.371,,2016,9
201610,panificados,IPCA - Panificados,-5.4417,,2016,10
201611,panificados,IPCA - Panificados,-0.0389,,2016,11
201612,panificados,IPCA - Panificados,-1.1381,,2016,12
201701,panificados,IPCA - Panificados,0.2177,,2017,1
201702,panificados,IPCA - Panificados,-3.712,,2017,2
201703,panificados,IPCA - Panificados,-0.2881,,2017,3
201704,panificados,IPCA - Panificados,2.884,,2017,4
201705,panificados,IPCA - Panificados,-1.1325,,2017,5
201706,panificados,IPCA - Panificados,-4.1772,,2017,6
201707,panificados,IPCA - Panificados,0.1284,,2017,7
201708,panificados,IPCA - Panificados,-2.1855,,2017,8
201709,panificados,IPCA - Panificados,-3.407,,2017,9
201710,panificados,IPCA - Panificados,1.5012,,2017,10
201711,panificados,IPCA - Panificados,-2.1246,,2017,11
201712,panificados,IPCA - Panificados,-0.1971,,2017,12
201801,panificados,IPCA - Panificados,9.6716,,2018,1
201802,panificados,IPCA - Panificados,-1.8776,,2018,2
201803,panificados,IPCA - Panificados,-0.9983,,2018,3
201804,panificados,IPCA - Panificados,-0.566,,2018,4
201805,panificados,IPCA - Panificados,0.5816,,2018,5
201806,panificados,IPCA - Panificados,2.0685,,2018,6
201807,panificados,IPCA - Panificados,-5.4913,,2018,7
201808,panificados,IPCA - Panificados,-1.2092,,2018,8
201809,panificados,IPCA - Panificados,1.1721,,2018,9
201810,panificados,IPCA - Panificados,4.7239,,2018,10
201811,panificados,IPCA - Panificados,5.4458,,2018,11
201812,panificados,IPCA - Panificados,1.1629,,2018,12
201901,panificados,IPCA - Panificados,-2.0031,,2019,1
201902,panificados,IPCA - Panificados,0.103,,2019,2
201903,panificados,IPCA - Panificados,11.0867,,2019,3
201904,panificados,IPCA - Panificados,2.5435,,2019,4
201905,panificados,IPCA - Panificados,0.0575,,2019,5
201906,panificados,IPCA - Panificados,-6.6489,,2019,6
201907,panificados,IPCA - Panificados,-1.2376,,2019,7
201908,panificados,IPCA - Panificados,-3.5213,,2019,8
201909,panificados,IPCA - Panificados,-3.1007,,2019,9
201910,panificados,IPCA - Panificados,5.2142,,2019,10
201912,panificados,IPCA - Panificados,7.239,,2019,12
202001,panificados,IPCA - Panificados,1.9561,,2020,1
202002,panificados,IPCA - Panificados,-0.2877,,2020,2
202003,panificados,IPCA - Panificados,0.4919,,2020,3
202004,panificados,IPCA - Panificados,-2.681,,2020,4
202005,panificados,IPCA - Panificados,-6.3841,,2020,5
202006,panificados,IPCA - Panificados,2.122,,2020,6
202007,panificados,IPCA - Panificados,-0.1088,,2020,7
202008,panificados,IPCA - Panificados,-1.4846,,2020,8
202009,panificados,IPCA - Panificados,0.5595,,2020,9
202010,panificados,IPCA - Panificados,10.0323,,2020,10
202011,panificados,IPCA - Panificados,16.7509,,2020,11
202012,panificados,IPCA - Panificados,3.3494,,2020,12
202101,panificados,IPCA - Panificados,3.8001,,2021,1
202102,panificados,IPCA - Panificados,-3.7229,,2021,2
202103,panificados,IPCA - Panificados,-1.8058,,2021,3
202104,panificados,IPCA - Panificados,1.1313,,2021,4
202105,panificados,IPCA - Panificados,0.1549,,2021,5
202106,panificados,IPCA - Panificados,-0.5525,,2021,6
202107,panificados,IPCA - Panificados,-0.4513,,2021,7
202108,panificados,IPCA - Panificados,2.1018,,2021,8
202109,panificados,IPCA - Panificados,3.8783,,2021,9
202110,panificados,IPCA - Panificados,4.2807,,2021,10
202111,panificados,IPCA - Panificados,-1.8848,,2021,11
202112,panificados,IPCA - Panificados,-1.6441,,2021,12
202201,panificados,IPCA - Panificados,6.3598,,2022,1
202202,panificados,IPCA - Panificados,1.496,,2022,2
202203,panificados,IPCA - Panificados,5.018,,2022,3
202204,panificados,IPCA - Panificados,5.2366,,2022,4
202205,panificados,IPCA - Panificados,-6.0967,,2022,5
202206,panificados,IPCA - Panificados,0.2901,,2022,6
202207,panificados,IPCA - Panificados,0.7976,,2022,7
202208,panificados,IPCA - Panificados,-2.0769,,2022,8
202209,panificados,IPCA - Panificados,-0.3047,,2022,9
202210,panificados,IPCA - Panificados,1.7287,,2022,10
202211,panificados,IPCA - Panificados,1.8753,,2022,11
202212,panificados,IPCA - Panificados,2.328,,2022,12
202301,panificados,IPCA - Panificados,0.1304,,2023,1
202302,panificados,IPCA - Panificados,-1.369,,2023,2
202303,panificados,IPCA - Panificados,-3.6708,,2023,3
202304,panificados,IPCA - Panificados,3.4284,,2023,4
202305,panificados,IPCA - Panificados,-1.9049,,2023,5
202306,panificados,IPCA - Panificados,-2.2888,,2023,6
202307,panificados,IPCA - Panificados,0.0364,,2023,7
202308,panificados,IPCA - Panificados,0.3491,,2023,8
202309,panificados,IPCA - Panificados,-4.0262,,2023,9
202310,panificados,IPCA - Panificados,-2.1806,,2023,10
202311,panificados,IPCA - Panificados,3.0598,,2023,11
202312,panificados,IPCA - Panificados,4.6676,,2023,12
202401,panificados,IPCA - Panificados,6.2656,,2024,1
202402,panificados,IPCA - Panificados,-0.0822,,2024,2
202403,panificados,IPCA - Panificados,0.7777,,2024,3
202404,panificados,IPCA - Panificados,-2.6388,,2024,4
202405,panificados,IPCA - Panificados,1.294,,2024,5
202406,panificados,IPCA - Panificados,0.2116,,2024,6
202407,panificados,IPCA - Panificados,-6.0385,,2024,7
202408,panificados,IPCA - Panificados,-3.0491,,2024,8
202409,panificados,IPCA - Panificados,1.392,,2024,9
202410,panificados,IPCA - Panificados,4.1816,,2024,10
202411,panificados,IPCA - Panificados,4.3879,,2024,11
202412,panificados,IPCA - Panificados,0.1266,,2024,12
201501,tuberculos,"IPCA - Tuberculos, raizes e legumes",2.1354,,2015,1
201502,tuberculos,"IPCA - Tuberculos, raizes e legumes",-0.244,,2015,2
201503,tuberculos,"IPCA - Tuberculos, raizes e legumes",-0.4503,,2015,3
201504,tuberculos,"IPCA - Tuberculos, raizes e legumes",2.8425,,2015,4
201505,tuberculos,"IPCA - Tuberculos, raizes e legumes",7.0509,,2015,5
201506,tuberculos,"IPCA - Tuberculos, raizes e legumes",-2.0772,,2015,6
201507,tuberculos,"IPCA - Tuberculos, raizes e legumes",-2.4372,,2015,7
201508,tuberculos,"IPCA - Tuberculos, raizes e legumes",-1.0353,,2015,8
201509,tuberculos,"IPCA - Tuberculos, raizes e legumes",2.7656,,2015,9
201510,tuberculos,"IPCA - Tuberculos, raizes e legumes",-1.2138,,2015,10
201511,tuberculos,"IPCA - Tuberculos, raizes e legumes",3.5408,,2015,11
201512,tuberculos,"IPCA - Tuberculos, raizes e legumes",5.6833,,2015,12
201601,tuberculos,"IPCA - Tuberculos, raizes e legumes",5.5829,,2016,1
201602,tuberculos,"IPCA - Tuberculos, raizes e legumes",-1.498,,2016,2
201603,tuberculos,"IPCA - Tuberculos, raizes e legumes",2.4078,,2016,3
201604,tuberculos,"IPCA - Tuberculos, raizes e legumes",-0.5668,,2016,4
201605,tuberculos,"IPCA - Tuberculos, raizes e legumes",-4.0884,,2016,5
201606,tuberculos,"IPCA - Tuberculos, raizes e legumes",10.13,,2016,6
201607,tuberculos,"IPCA - Tuberculos, raizes e legumes",-4.3455,,2016,7
201608,tuberculos,"IPCA - Tuberculos, raizes e legumes",3.1595,,2016,8
201609,tuberculos,"IPCA - Tuberculos, raizes e legumes",-1.7633,,2016,9
201610,tuberculos,"IPCA - Tuberculos, raizes e legumes",5.8501,,2016,10
201611,tuberculos,"IPCA - Tuberculos, raizes e legumes",-1.9082,,2016,11
201612,tuberculos,"IPCA - Tuberculos, raizes e legumes",-2.6702,,2016,12
201701,tuberculos,"IPCA - Tuberculos, raizes e legumes",-2.6179,,2017,1
201702,tuberculos,"IPCA - Tuberculos, raizes e legumes",-1.7605,,2017,2
201703,tuberculos,"IPCA - Tuberculos, raizes e legumes",-0.1013,,2017,3
201704,tuberculos,"IPCA - Tuberculos, raizes e legumes",4.5746,,2017,4
201705,tuberculos,"IPCA - Tuberculos, raizes e legumes",-1.5478,,2017,5
201706,tuberculos,"IPCA - Tuberculos, raizes e legumes",-3.1622,,2017,6
201707,tuberculos,"IPCA - Tuberculos, raizes e legumes",1.7276,,2017,7
201708,tuberculos,"IPCA - Tuberculos, raizes e legumes",-3.085,,2017,8
201709,tuberculos,"IPCA - Tuberculos, raizes e legumes",-1.6725,,2017,9
201710,tuberculos,"IPCA - Tuberculos, raizes e legumes",-0.6584,,2017,10
201711,tuberculos,"IPCA - Tuberculos, raizes e legumes",-0.3386,,2017,11
201712,tuberculos,"IPCA - Tuberculos, raizes e legumes",0.8699,,2017,12
201801,tuberculos,"IPCA - Tuberculos, raizes e legumes",2.8451,,2018,1
201802,tuberculos,"IPCA - Tuberculos, raizes e legumes",-1.2706,,2018,2
201803,tuberculos,"IPCA - Tuberculos, raizes e legumes",0.4094,,2018,3
201804,tuberculos,"IPCA - Tuberculos, raizes e legumes",-0.0141,,2018,4
201805,tuberculos,"IPCA - Tuberculos, raizes e legumes",3.4893,,2018,5
201806,tuberculos,"IPCA - Tuberculos, raizes e legumes",-3.6955,,2018,6
201807,tuberculos,"IPCA - Tuberculos, raizes e legumes",-2.3583,,2018,7
201808,tuberculos,"IPCA - Tuberculos, raizes e legumes",3.8601,,2018,8
201809,tuberculos,"IPCA - Tuberculos, raizes e legumes",0.9668,,2018,9
201810,tuberculos,"IPCA - Tuberculos, raizes e legumes",3.417,,2018,10
201811,tuberculos,"IPCA - Tuberculos, raizes e legumes",1.0037,,2018,11
201812,tuberculos,"IPCA - Tuberculos, raizes e legumes",0.6485,,2018,12
201901,tuberculos,"IPCA - Tuberculos, raizes e legumes",-4.4275,,2019,1
201902,tuberculos,"IPCA - Tuberculos, raizes e legumes",0.9919,,2019,2
201903,tuberculos,"IPCA - Tuberculos, raizes e legumes",7.2824,,2019,3
201904,tuberculos,"IPCA - Tuberculos, raizes e legumes",1.736,,2019,4
201905,tuberculos,"IPCA - Tuberculos, raizes e legumes",1.1673,,2019,5
201906,tuberculos,"IPCA - Tuberculos, raizes e legumes",1.4408,,2019,6
201907,tuberculos,"IPCA - Tuberculos, raizes e legumes",-2.3759,,2019,7
201908,tuberculos,"IPCA - Tuberculos, raizes e legumes",-3.9238,,2019,8
201909,tuberculos,"IPCA - Tuberculos, raizes e legumes",-2.0033,,2019,9
201910,tuberculos,"IPCA - Tuberculos, raizes e legumes",0.7342,,2019,10
201911,tuberculos,"IPCA - Tuberculos, raizes e legumes",4.4514,,2019,11
201912,tuberculos,"IPCA - Tuberculos, raizes e legumes",6.8981,,2019,12
202001,tuberculos,"IPCA - Tuberculos, raizes e legumes",-4.4108,,2020,1
202002,tuberculos,"IPCA - Tuberculos, raizes e legumes",0.8219,,2020,2
202003,tuberculos,"IPCA - Tuberculos, raizes e legumes",4.8626,,2020,3
202004,tuberculos,"IPCA - Tuberculos, raizes e legumes",1.2898,,2020,4
202005,tuberculos,"IPCA - Tuberculos, raizes e legumes",0.0515,,2020,5
202006,tuberculos,"IPCA - Tuberculos, raizes e legumes",-1.3548,,2020,6
202007,tuberculos,"IPCA - Tuberculos, raizes e legumes",0.9788,,2020,7
202008,tuberculos,"IPCA - Tuberculos, raizes e legumes",1.6072,,2020,8
202009,tuberculos,"IPCA - Tuberculos, raizes e legumes",9.7998,,2020,9
202010,tuberculos,"IPCA - Tuberculos, raizes e legumes",0.4052,,2020,10
202011,tuberculos,"IPCA - Tuberculos, raizes e legumes",5.51,,2020,11
202012,tuberculos,"IPCA - Tuberculos, raizes e legumes",-0.2285,,2020,12
202101,tuberculos,"IPCA - Tuberculos, raizes e legumes",5.8157,,2021,1
202102,tuberculos,"IPCA - Tuberculos, raizes e legumes",-1.7747,,2021,2
202103,tuberculos,"IPCA - Tuberculos, raizes e legumes",-1.1035,,2021,3
202104,tuberculos,"IPCA - Tuberculos, raizes e legumes",0.2813,,2021,4
202105,tuberculos,"IPCA - Tuberculos, raizes e legumes",0.29,,2021,5
202106,tuberculos,"IPCA - Tuberculos, raizes e legumes",1.4158,,2021,6
202107,tuberculos,"IPCA - Tuberculos, raizes e legumes",1.4023,,2021,7
202108,tuberculos,"IPCA - Tuberculos, raizes e legumes",0.6983,,2021,8
202109,tuberculos,"IPCA - Tuberculos, raizes e legumes",0.5842,,2021,9
202110,tuberculos,"IPCA - Tuberculos, raizes e legumes",5.7087,,2021,10
202111,tuberculos,"IPCA - Tuberculos, raizes e legumes",1.4043,,2021,11
202112,tuberculos,"IPCA - Tuberculos, raizes e legumes",-2.9513,,2021,12
202201,tuberculos,"IPCA - Tuberculos, raizes e legumes",0.8745,,2022,1
202202,tuberculos,"IPCA - Tuberculos, raizes e legumes",1.7208,,2022,2
202203,tuberculos,"IPCA - Tuberculos, raizes e legumes",5.3578,,2022,3
202204,tuberculos,"IPCA - Tuberculos, raizes e legumes",5.7051,,2022,4
202205,tuberculos,"IPCA - Tuberculos, raizes e legumes",-2.0216,,2022,5
